"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1775870382362567114","Thu Apr 04 12:57:47 +0000 2024","3","Fun fact lainnya: Danau Kelimutu pernah ada di uang pecahan Rp5000 jadul cuy! Siapa tau lo masih nyimpen wajib dibawa sih pas ke sini. #INIRASANYASUPER #SUPERLIVE #SUPERADVENTURE https://t.co/CbXgPbHvcK","1775870382362567114","https://pbs.twimg.com/amplify_video_thumb/1775870256801849344/img/B1VRoJ9B4dxHZW2P.jpg","","in","Indonesia","0","0","0","https://x.com/adventure_super/status/1775870382362567114","3307781334","adventure_super"
"1790804383749521454","Wed May 15 18:00:11 +0000 2024","1","Danau Kelimutu kabupaten Ende Nusa Tenggara Timur.","1790804383749521454","","","in","Indonesia","0","0","0","https://x.com/iqbalcesc_/status/1790804383749521454","3070127642","iqbalcesc_"
"1661748599083134978","Thu May 25 14:58:34 +0000 2023","0","Wonderful Indonesia ku Indonesia kaya dengan pesona alamnya. Danau tiga warna Danau Kelimutu. Ende Flores Nusa Tenggara Timur 🇮🇩 https://t.co/skdUZCL0ot","1661748599083134978","https://pbs.twimg.com/media/Fw-2ZDmaMAIlBDB.jpg","","in","","0","0","0","https://x.com/INA__Ku/status/1661748599083134978","1591038946904928257","INA__Ku"
"1658154428409741312","Mon May 15 16:56:37 +0000 2023","1","Sudah pernah dengar legenda di balik keindahan Danau Kelimutu? . Danau Kelimutu... - https://t.co/g2oCrrMoHw https://t.co/vU3xKR0mx2","1658154428409741312","https://pbs.twimg.com/media/FwLyqlBakAAQl4l.jpg","","in","contact  idbcpr@gmail.com","0","0","0","https://x.com/idbcpr/status/1658154428409741312","973161283","idbcpr"
"1663227914060730371","Mon May 29 16:56:50 +0000 2023","2","Rindu tanah Flores yang dulu pernah memanjakan mata dg pemandangan alam termasuk Danau Kelimutu yang begitu indah dan budayanya begitu unik. https://t.co/FqvlMxCWxg","1663227914060730371","https://pbs.twimg.com/media/FxT41wtacAA4MYQ.jpg","","in","Bangkalan Jawa Timur","0","0","0","https://x.com/Samsul_117/status/1663227914060730371","517739496","Samsul_117"
"1614808871968854019","Mon Jan 16 02:16:51 +0000 2023","1","Danau Kelimutu memang memiliki keunikan karena ketiga danau kawahnya memiliki wa... - https://t.co/opyhPnpn8f https://t.co/JXhdz7uYy2","1614808871968854019","https://pbs.twimg.com/media/Fmj0HBLacAU8AZU.jpg","","in","contact  idbcpr@gmail.com","0","0","0","https://x.com/idbcpr/status/1614808871968854019","973161283","idbcpr"
"1793450220002611417","Thu May 23 01:13:47 +0000 2024","16","Apakah Danau Kelimutu bisa dituruni sampai ke permukaan airnya? Menanggapi beberapa komentar dari teman-teman pada postingan tentang Danau Kelimutu di Flores apakah bisa dituruni sampai ke permukaan airnya? Lanjut~&gt;... https://t.co/nRY3TLr3Oj","1793450220002611417","https://pbs.twimg.com/media/GOOdeEebkAA3kQK.jpg","","in","Indonesia","0","1","1","https://x.com/nuansabening28/status/1793450220002611417","949801697035010048","nuansabening28"
"1659283488787550210","Thu May 18 19:43:06 +0000 2023","0","Selamat pagi dari Danau Kelimutu di kota Ende Pulau Flores! - Good morning fro... - https://t.co/1MjzISBuo4 https://t.co/vvV5azevzX","1659283488787550210","https://pbs.twimg.com/media/Fwb1ikfaEAAQeyn.jpg","","in","contact  idbcpr@gmail.com","0","0","0","https://x.com/idbcpr/status/1659283488787550210","973161283","idbcpr"
"1691375703814709248","Tue Sep 05 01:36:15 +0000 2023","0","𝐌𝐔𝐒𝐓-𝐕𝐈𝐒𝐈𝐓 𝐊𝐄𝐓𝐈𝐆𝐀: 𝐄𝐍𝐃𝐄 &amp; 𝐍𝐀𝐆𝐄𝐊𝐄𝐎! Danau Kelimutu Liat sunrise super cantik dengan view danau tiga warna #Bulatkantiketmu #tiketMurah #tamannasionalkelimutu https://t.co/sUroxsedD6","1698872640952537245","https://pbs.twimg.com/media/F5OYf6LaoAAs4vT.jpg","tiket","in","Indonesia","0","1","0","https://x.com/tiket/status/1698872640952537245","276788200","tiket"
"1793681206967779480","Thu May 23 16:31:39 +0000 2024","0","Air Danau Kelimutu di Ende NTT Berubah Warga Badan Geologi Ungkap Penyebabnya https://t.co/PNEdwY6NtL","1793681206967779480","","","in","Indonesia","0","0","0","https://x.com/merdekadotcom/status/1793681206967779480","456426648","merdekadotcom"
"1793548190488395953","Thu May 23 07:43:05 +0000 2024","2","Mengapa Air Danau Kawah Gunung Kelimutu Berubah Warna Meski Aktivitas Normal? https://t.co/HlYrbsNYuO #TempoTekno","1793548190488395953","","","in","Indonesia","0","0","2","https://x.com/tempodotco/status/1793548190488395953","18129942","tempodotco"
"1794013432142082276","Fri May 24 14:31:48 +0000 2024","0","[BREAKING NEWS] Air Danau Kelimutu Berubah Warna Empat Kali https://t.co/mvFe625oab","1794013432142082276","","","in","","0","0","0","https://x.com/RepelitaO/status/1794013432142082276","1225432911899324419","RepelitaO"
"1794213959924691297","Sat May 25 03:48:37 +0000 2024","0","Gunung Kelimutu Naik Status Waspada Kunjungan Wisata Danau Kelimutu Dibatasi https://t.co/GmvC3KGK0Q via @nawacit4","1794213959924691297","","","in","Bali, Indonesia","0","0","0","https://x.com/NAWACIT4/status/1794213959924691297","731393598797701125","NAWACIT4"
"1711532954827227242","Tue Oct 10 00:03:49 +0000 2023","0","pgn ke Danau Kelimutu","1711532954827227242","","","in","Temanggung, Indonesia","0","0","0","https://x.com/hauuxc/status/1711532954827227242","1075736354716147712","hauuxc"
"1794214024206586133","Sat May 25 03:48:52 +0000 2024","0","Gunung Kelimutu Naik Status Waspada Kunjungan Wisata Danau Kelimutu Dibatasi https://t.co/60Jg6yVKRs via @nawacit4","1794214024206586133","","","in","","0","0","0","https://x.com/nawacitamedia/status/1794214024206586133","3158354773","nawacitamedia"
"1794005416218968127","Fri May 24 13:59:56 +0000 2024","1","AIR Danau Ata Polo satu dari tiga Danau Kelimutu mengalami perubahan warna sebanyak empat kali dalam tujuh hari terakhir. https://t.co/Wxmhu1kmzJ","1794005416218968127","","","in","Jakarta - Indonesia","0","0","1","https://x.com/mediaindonesia/status/1794005416218968127","68930552","mediaindonesia"
"1672932495707500545","Sun Jun 25 11:39:23 +0000 2023","0","Rinjani labuan bajo sumba waerebo danau kelimutu raja ampat banda neira wakatobi baluran karimun jawa","1672932495707500545","","","in","Indonesia","0","0","0","https://x.com/ctaddct/status/1672932495707500545","916259360","ctaddct"
"1788768730023108762","Fri May 10 03:11:13 +0000 2024","0","Denger-denger danau Kelimutu juga gitu.","1788768730023108762","","","in","16.766422158506153, -3.0018378","0","0","0","https://x.com/catuaries/status/1788768730023108762","36551612","catuaries"
"1745072867883278464","Wed Jan 10 13:19:28 +0000 2024","0","Merasakan kedamaian di Danau Kelimutu di antara hamparan keindahan alam Indonesia! ️ #Seger8ener #Seruuubos","1745072867883278464","","","in","Margaasih, Indonesia","0","0","0","https://x.com/Untungsuropa/status/1745072867883278464","815831168704614400","Untungsuropa"
"1726810911019577827","Tue Nov 21 03:52:58 +0000 2023","0","Jelajahi keunikan alam Indonesia dengan berkunjung ke Danau Toba Danau Sentani dan Danau Kelimutu yang memiliki daya tarik tiada tara.","1726810911019577827","","","in","","0","0","0","https://x.com/fajjarprtm/status/1726810911019577827","1658680127373578243","fajjarprtm"
"1704798188115579138","Thu Sep 21 10:02:16 +0000 2023","0","Tips Perjalanan Terbaik ke Danau Kelimutu: Nikmati Keindahan Wisata Indonesia https://t.co/4M6onMUyx7","1704798188115579138","","","in","Indonesia","0","0","0","https://x.com/ruangtunggu/status/1704798188115579138","153746923","ruangtunggu"
"1794000408119271552","Fri May 24 13:40:02 +0000 2024","1","Air Danau Ata Polo satu dari tiga Danau Kelimutu mengalami perubahan warna sebanyak empat kali dalam tujuh hari terakhir. https://t.co/Wxmhu1kmzJ","1794000408119271552","","","in","Jakarta - Indonesia","0","0","1","https://x.com/mediaindonesia/status/1794000408119271552","68930552","mediaindonesia"
"1793633755124601273","Thu May 23 13:23:05 +0000 2024","1","Badan Geologi Kementerian Energi dan Sumber Daya Mineral menyebutkan terjadi perubahan warna air Kawah 1 (Tiwu Ata Polo) di Danau Kelimutu Kabupate... https://t.co/X0sicANSTL","1793633755124601273","","","in","","0","1","0","https://x.com/inilahdotcom/status/1793633755124601273","46693036","inilahdotcom"
"1793450220002611417","Thu May 23 01:25:39 +0000 2024","2","Sebagai informasi danau kelimutu merupakan danau vulkanis yang terbentuk akibat letusan Gunung Kelimutu di masa lampau yang hingga kini aktivitas vulkanisnya masih ada alias masih berstatus aktif. ~&gt;","1793453205780926621","","nuansabening28","in","Indonesia","0","1","0","https://x.com/nuansabening28/status/1793453205780926621","949801697035010048","nuansabening28"
"1726803692521988183","Tue Nov 21 03:24:17 +0000 2023","0","Jangan lewatkan keindahan dan keunikan danau-danau Indonesia seperti Danau Toba dan Danau Kelimutu. Setiap danau memiliki cerita dan pesona tersendiri! ️ #LakeViews #PesonaDanau","1726803692521988183","","","in","","0","0","0","https://x.com/dwipttraa/status/1726803692521988183","1707682437789102080","dwipttraa"
"1644976302229962753","Sun Apr 09 08:11:27 +0000 2023","0","Selain laut yang memukau ternyata kamu bisa menjelajahi danau-danau unik yang tentunya hanya bisa kamu temukan di Indonesia. Danau mana sajakah itu? 1. Danau Ubur-Ubur Kakaban Kalimantan TImur 2. Danau Kelimutu NTT 3. Danau Labuan Cermin Kalimantan Timur","1644976302229962753","","","in","","0","1","0","https://x.com/GNKPA_INDONESIA/status/1644976302229962753","1620653986700488704","GNKPA_INDONESIA"
"1677034707572363266","Thu Jul 06 19:20:06 +0000 2023","0","Kunjungan ke Danau Kelimutu Masih Didominasi Wisatawan Nusantara Ini Alasannya https://t.co/B2Nh9CLYEp","1677034707572363266","","","in","Indonesia, Asia","0","0","0","https://x.com/BasituTravel/status/1677034707572363266","742718780","BasituTravel"
"1635546874945085440","Tue Mar 14 07:42:16 +0000 2023","0","Ngelist dulu ya Allah di acc kapan² juga gapapa kok tapi jgn lama² ya Allah at least around 5 thn 1.nusa penida 2.bunaken 3.wakatobi 4.lembah harau 5.danau kelimutu 6.danau toba 7.gili trawangan 8.danau sentani 9.tana toraja 10.raja ampat Nanti klo kepikiran ngelist lagi deh","1635546874945085440","","","in","","0","0","0","https://x.com/inirumahgue/status/1635546874945085440","1387371348285005826","inirumahgue"
"1793450220002611417","Thu May 23 01:28:15 +0000 2024","3","Dari ketiga danau yang ada di kawasan Taman Nasional Kelimutu Flores tersebut HANYA 1 (satu) danau yang bisa dituruni yakni yang nomor 3. Hal ini karena di danau itu aktivitas vulkanis serta kandungan belerangnya tergolong rendah dan masih pada level aman untuk dituruni.","1793453860197183628","","nuansabening28","in","Indonesia","0","1","0","https://x.com/nuansabening28/status/1793453860197183628","949801697035010048","nuansabening28"
"1793885271811125669","Fri May 24 06:02:32 +0000 2024","0","Air Danau Kelimutu di Ende NTT Berubah Warna Ini Penjelasan Badan Geologi https://t.co/BcsZHPKmI3 via @nawacit4","1793885271811125669","","","in","Bali, Indonesia","0","0","0","https://x.com/NAWACIT4/status/1793885271811125669","731393598797701125","NAWACIT4"
"1770872977602798068","Thu Mar 21 17:59:53 +0000 2024","0","Iya jg ya pengen menikmati alam tapi kalau naik gunung gitu gw udah kelewat dari segi apapun gak cocok kayaknya nyoba mancing aja kali ya.. Misal mancing di danau Kelimutu gitu kan asik tuh","1770872977602798068","","","in","Chelle le du Que","0","0","0","https://x.com/barsnap/status/1770872977602798068","45519734","barsnap"
"1793639312548086000","Thu May 23 13:45:10 +0000 2024","0","Ini Penyebab Air Danau Kelimutu Berubah Warna dari Merah ke Cokelat Kehitaman https://t.co/gGZ7trNllk","1793639312548086000","","","in","Indonesia","0","1","1","https://x.com/KompasTV/status/1793639312548086000","71436318","KompasTV"
"1770686584192634938","Thu Mar 21 05:39:14 +0000 2024","0","Kampung Adat Saga Destinasi Wisata Alternatif Setelah Mengunjungi Danau Kelimutu Kabupaten Ende https://t.co/e0d1UjT2wK","1770686584192634938","","","in","Kupang - NTT","0","0","0","https://x.com/hansen_pah/status/1770686584192634938","346019900","hansen_pah"
"1698472707271110796","Sun Sep 03 23:07:04 +0000 2023","0","Ritual Pati Ka Kearifan Masyarakat Adat Lio Menjaga Kelestarian Danau Kelimutu|https://t.co/flNnaCMM7g","1698472707271110796","","","in","","0","0","0","https://x.com/yayasanepistema/status/1698472707271110796","545703313","yayasanepistema"
"1649276778404360192","Fri Apr 21 05:00:00 +0000 2023","3","Gunung kelimutu memiliki tiga danau yang terbentuk dari letusan gunung kelimutu beberapa tahun silam dengan warnanya yang berbeda-beda. https://t.co/Ubi6DjP07o","1649276778404360192","","","in","ÜT: -6.1655067,106.8186775","0","0","1","https://x.com/IndonesiaKaya/status/1649276778404360192","255827164","IndonesiaKaya"
"1661326667942600705","Wed May 24 11:01:58 +0000 2023","0","gw pas ke danau kelimutu jg dibilangin gitu. kalo yg dtg pas lg jomblo pulang2 dari situ dapet pacar dan vice versa.","1661326667942600705","","","in","","0","1","0","https://x.com/mandaloriyeah/status/1661326667942600705","1294987315668901893","mandaloriyeah"
"1794213993114173556","Sat May 25 03:48:45 +0000 2024","0","Gunung Kelimutu Naik Status Waspada Kunjungan Wisata Danau Kelimutu Dibatasi https://t.co/pQBmQ5ObKR via @nawacit4","1794213993114173556","","","in","Jakarta","0","0","0","https://x.com/nawacitadotco/status/1794213993114173556","1667231432","nawacitadotco"
"1793907285074317343","Fri May 24 07:30:00 +0000 2024","0","Air Danau Kawah Gunung Kelimutu NTT Berubah Warna Ini Penjelasan Badan Geologi https://t.co/hYtGenVgvW","1793907285074317343","","","in","iNews Tower","0","1","0","https://x.com/officialinews_/status/1793907285074317343","132078023","officialinews_"
"1663466002552881157","Tue May 30 08:42:55 +0000 2023","0","Anjir ini gw bakal mindblown kalo tiba Kinchan liburan ke daratan flores Biasanya org hbs dr Bali ama Gilitrawangan ke Labuanbajo tp perjalanannya mulai dari Larantuka bwt nikmatin perjalanan darat dr sana terus singgah ke Ende bwt liat Danau Kelimutu.","1663466002552881157","","","in","","0","1","0","https://x.com/AoiNova5/status/1663466002552881157","272258053","AoiNova5"
"1778394708877971721","Thu Apr 11 12:08:34 +0000 2024","1","Pengunjung Danau Kelimutu mengalami penurunan pada libur Lebaran 2024. https://t.co/75rchKLpW6","1778394708877971721","","","in","Jakarta","0","0","0","https://x.com/kompascom/status/1778394708877971721","23343960","kompascom"
"1617897229876072448","Tue Jan 24 14:48:53 +0000 2023","0","Jika ada 9 keajaiban dunia Danau Kelimutu di Flores disebut2 sebagai salah satunya. Terdiri dari 3 danau yang berbeda warna dan #follback","1617897229876072448","","","in","","0","0","0","https://x.com/siantar360/status/1617897229876072448","2805352195","siantar360"
"1793885391512310226","Fri May 24 06:03:00 +0000 2024","0","Air Danau Kelimutu di Ende NTT Berubah Warna Ini Penjelasan Badan Geologi https://t.co/hgXHH69mbW via @nawacit4","1793885391512310226","","","in","","0","0","0","https://x.com/nawacitamedia/status/1793885391512310226","3158354773","nawacitamedia"
"1793856332023685627","Fri May 24 04:07:32 +0000 2024","0","Warna Air Kawah Danau Kelimutu NTT Berubah Cokelat Kehitaman Ada Apa? https://t.co/V39wiGylOY","1793856332023685627","","","in","Indonesia","0","0","0","https://x.com/indoinsidenews/status/1793856332023685627","1086109802122473472","indoinsidenews"
"1649690639821606913","Sat Apr 22 08:24:32 +0000 2023","1","Danau Tiga Warna Kelimutu di NTT bisa jadi tempat tujuan terbaik untuk menyaksikan keindahan matahari terbit. https://t.co/5KlrbsbPSw","1649690639821606913","","","in","Jakarta","0","0","1","https://x.com/kompascom/status/1649690639821606913","23343960","kompascom"
"1624080895123816449","Fri Feb 10 16:20:34 +0000 2023","0","Keajaiban Flores Antara Komodo Dan Danau Kelimutu https://t.co/tiWCh9rZ0A","1624080895123816449","","","in","Indonesia","0","0","0","https://x.com/kompasiana/status/1624080895123816449","23786106","kompasiana"
"1661426072674766849","Wed May 24 17:36:58 +0000 2023","2","Danau kelimutu","1661426072674766849","","","in","Jekardah as Jakarta","0","2","0","https://x.com/DustinGeinbee/status/1661426072674766849","103573700","DustinGeinbee"
"1633431766903193600","Wed Mar 08 11:37:35 +0000 2023","0","Pesona Danau Tiga Warna Kelimutu https://t.co/KLLO5d3va8 #TempoIndonesiana","1633431766903193600","","","in","Jakarta","0","0","1","https://x.com/indonesiana/status/1633431766903193600","250555040","indonesiana"
"1718316713236906121","Sat Oct 28 17:20:03 +0000 2023","1","Help Providing Clean Water in NTT Exploration of the East is Held Again - Head Topics: 6 Fakta Menarik Gunung Kelimutu di Flores NTT yang Terkenal Memiliki Danau Tiga Warna 6 Fakta Menarik Gunung Kelimutu di Flores NTT yang Terkenal ...","1718316713236906121","","","in","","0","0","0","https://x.com/BokepEropa/status/1718316713236906121","1036048284198944770","BokepEropa"
"1663121039449276416","Mon May 29 09:52:09 +0000 2023","0","Dari Danau Kelimutu kita gas ke Kampung Adat Wologai. Di sini ada kafe dengan kopi super enak!","1663121039449276416","","","in","Ende, Indonesia","0","0","0","https://x.com/tuteh/status/1663121039449276416","17831561","tuteh"
"1634088750560194560","Fri Mar 10 07:08:12 +0000 2023","1","Kangen Malino. Kangen Danau Kelimutu Kangen oseng jantung pisang Kangen cah daun pepaya. aaaaaaa tapi ga ada yang bisa ngebandingin kangenku ke kamu.","1634088750560194560","","","in","Kota Malang, Jawa Timur","0","1","0","https://x.com/MissYiyis/status/1634088750560194560","896381384","MissYiyis"
"1663120917399207939","Mon May 29 09:51:40 +0000 2023","0","Jadi kemarin jalan-jalan ke Danau Kelimutu. Tapi saya tidak ikut ke puncaknya. Malah nongkrong di parkiran ","1663120917399207939","","","in","Ende, Indonesia","0","0","0","https://x.com/tuteh/status/1663120917399207939","17831561","tuteh"
"1639444357559513089","Sat Mar 25 01:49:28 +0000 2023","0","Danau Kelimutu (Flores) adalah satu-satunya danau berwarna berbeda yang berdekatan satu sama lain di dunia. #anehdidunia","1639444357559513089","","","in","Kira-kira 100m dari Surga","0","0","0","https://x.com/anehdidunia/status/1639444357559513089","522948962","anehdidunia"
